crop_id,crop_type,soil_type,season,temperature_c,humidity_pct,rainfall_mm,nitrogen_ppm,phosphorus_ppm,potassium_ppm,disease_label,disease_severity,yield_kg_per_hectare,quality_score,is_diseased,npk_total,yield_category
403,Corn,Sandy,Spring,13.3,77.4,188.7,148.2,41.3,187.7,Powdery Mildew,0.57,4277.4,8.02,1,377.2,Medium
404,Corn,Loamy,Summer,28.4,62.3,218.8,79.7,65.6,226.7,Root Rot,0.65,3845.9,4.96,1,372.0,Medium
405,Corn,Clay,Summer,34.0,94.9,124.2,56.7,47.0,177.5,Leaf Blight,0.1,4526.0,4.9,1,281.2,Medium
406,Rice,Loamy,Autumn,33.0,37.4,100.0,65.4,47.7,242.0,Powdery Mildew,0.33,3399.6,8.25,1,355.1,Medium
407,Rice,Silty,Winter,33.9,72.0,144.4,97.8,71.9,157.4,Powdery Mildew,0.85,3346.3,4.97,1,327.1,Medium
408,Tomato,Loamy,Autumn,26.7,31.2,173.2,56.4,73.7,209.2,Healthy,0.0,33016.0,5.33,0,339.29999999999995,Very High
409,Rice,Silty,Summer,27.1,55.3,178.6,131.0,61.4,191.1,Powdery Mildew,0.86,2809.6,4.88,1,383.5,Low
410,Wheat,Sandy,Autumn,23.6,91.8,64.8,52.3,13.4,207.0,Powdery Mildew,0.47,2839.5,7.64,1,272.7,Low
411,Wheat,Sandy,Summer,20.2,61.4,262.2,53.5,29.6,203.9,Root Rot,0.56,2959.6,4.57,1,287.0,Low
412,Potato,Silty,Spring,10.1,90.6,206.1,93.2,11.5,143.4,Leaf Blight,0.28,15290.8,4.79,1,248.10000000000002,High
413,Potato,Sandy,Autumn,16.0,48.6,159.7,118.2,55.3,104.5,Powdery Mildew,0.12,20516.5,5.58,1,278.0,Very High
414,Wheat,Clay,Summer,26.3,65.7,81.3,142.1,65.3,164.8,Healthy,0.0,3981.2,5.86,0,372.2,Medium
415,Corn,Clay,Summer,10.9,88.7,15.1,63.7,11.5,128.4,Rust,0.9,3562.8,6.22,1,203.60000000000002,Medium
416,Potato,Sandy,Spring,39.2,79.1,139.7,28.5,66.0,233.9,Root Rot,0.65,13967.2,5.91,1,328.4,High
417,Tomato,Silty,Winter,17.0,44.5,258.3,96.4,73.5,128.4,Powdery Mildew,0.72,22707.1,6.66,1,298.3,Very High
418,Corn,Silty,Spring,20.5,60.0,51.2,117.5,50.3,75.5,Powdery Mildew,0.51,3761.0,4.67,1,243.3,Medium
419,Wheat,Loamy,Winter,22.0,56.9,186.3,86.7,78.0,126.8,Powdery Mildew,0.6,2317.6,5.5,1,291.5,Low
420,Potato,Loamy,Summer,15.2,73.5,221.8,109.7,67.8,72.9,Root Rot,0.81,13257.8,6.04,1,250.4,High
421,Corn,Loamy,Winter,12.1,37.1,244.2,118.0,33.4,148.9,Rust,0.19,4998.5,7.83,1,300.3,Medium
422,Wheat,Clay,Summer,29.8,59.4,87.5,96.2,38.5,91.1,Leaf Blight,0.84,2594.0,7.02,1,225.79999999999998,Low
423,Corn,Silty,Autumn,39.7,67.9,183.4,81.5,68.6,220.5,Rust,0.81,3918.3,4.02,1,370.6,Medium
424,Potato,Loamy,Spring,35.8,86.3,70.6,108.3,34.6,113.6,Healthy,0.0,17005.1,6.91,0,256.5,High
425,Tomato,Silty,Summer,15.6,55.0,277.3,127.6,16.6,249.5,Root Rot,0.59,24037.3,6.87,1,393.7,Very High
426,Rice,Clay,Summer,31.6,61.6,131.0,148.6,11.3,178.4,Healthy,0.0,3921.9,7.08,0,338.3,Medium
427,Tomato,Silty,Winter,26.6,59.3,106.6,36.0,50.3,165.6,Rust,0.94,19412.2,6.63,1,251.89999999999998,High
428,Rice,Loamy,Spring,39.3,66.9,211.5,25.8,41.1,188.1,Rust,0.34,4385.5,5.13,1,255.0,Medium
429,Potato,Clay,Summer,24.2,78.2,288.1,20.9,52.5,209.6,Powdery Mildew,0.52,13835.8,5.54,1,283.0,High
430,Wheat,Silty,Winter,27.2,51.5,105.9,146.9,27.1,83.5,Powdery Mildew,0.58,2293.5,7.0,1,257.5,Low
431,Potato,Clay,Winter,27.3,67.2,196.9,50.8,60.3,55.5,Powdery Mildew,0.75,14267.6,5.75,1,166.6,High
432,Rice,Loamy,Summer,28.5,47.9,77.1,113.8,50.3,232.0,Rust,0.17,4551.0,8.25,1,396.1,Medium
433,Tomato,Sandy,Winter,15.4,64.3,9.9,147.8,77.6,169.1,Powdery Mildew,0.83,18604.7,6.84,1,394.5,High
434,Tomato,Silty,Summer,16.3,77.7,103.5,99.9,61.7,73.2,Root Rot,0.79,18906.8,4.45,1,234.8,High
435,Tomato,Sandy,Winter,30.5,55.4,78.8,84.3,37.6,107.8,Root Rot,0.37,27447.5,7.99,1,229.7,Very High
436,Tomato,Clay,Spring,37.5,71.4,286.9,70.5,73.9,221.7,Powdery Mildew,0.97,19367.3,4.73,1,366.1,High
437,Corn,Silty,Winter,33.2,78.7,220.3,92.4,19.6,117.5,Healthy,0.0,5096.3,8.45,0,229.5,Medium
438,Rice,Clay,Spring,22.3,64.1,205.6,59.2,59.4,100.4,Powdery Mildew,0.59,3616.2,4.26,1,219.0,Medium
439,Potato,Sandy,Spring,31.2,37.8,256.9,28.2,54.2,230.0,Healthy,0.0,17341.3,7.83,0,312.4,High
440,Rice,Loamy,Autumn,24.0,90.9,191.6,139.2,25.7,135.4,Healthy,0.0,4764.1,9.52,0,300.29999999999995,Medium
441,Corn,Clay,Winter,21.7,94.7,77.5,123.8,18.3,63.9,Powdery Mildew,0.25,4317.4,9.15,1,206.0,Medium
442,Rice,Clay,Summer,26.2,58.0,184.2,24.9,38.1,101.8,Rust,0.45,3851.0,4.48,1,164.8,Medium
443,Wheat,Clay,Winter,14.5,71.6,279.9,103.0,25.0,190.0,Rust,0.75,2653.8,7.38,1,318.0,Low
444,Potato,Silty,Winter,23.1,84.9,234.3,120.0,45.5,50.7,Healthy,0.0,20092.3,9.77,0,216.2,Very High
445,Tomato,Loamy,Autumn,30.5,56.0,189.7,144.2,11.8,156.9,Healthy,0.0,30605.2,9.8,0,312.9,Very High
446,Wheat,Sandy,Summer,26.6,92.9,198.2,51.8,34.3,71.4,Root Rot,0.78,2256.3,6.47,1,157.5,Low
447,Tomato,Silty,Summer,14.2,42.6,215.9,93.0,41.7,62.6,Healthy,0.0,33466.9,7.7,0,197.29999999999998,Very High
448,Corn,Silty,Spring,11.1,33.6,236.3,16.0,13.9,211.4,Root Rot,0.58,4647.6,6.89,1,241.3,Medium
449,Tomato,Clay,Spring,32.1,61.8,5.7,137.0,51.4,98.5,Rust,0.23,27888.4,7.68,1,286.9,Very High
450,Wheat,Clay,Winter,28.3,84.3,19.2,124.4,13.6,169.0,Leaf Blight,0.67,2873.0,6.45,1,307.0,Low
451,Wheat,Silty,Autumn,13.6,74.5,163.8,55.0,77.4,92.6,Leaf Blight,0.48,3092.3,4.48,1,225.0,Medium
452,Rice,Silty,Summer,30.9,66.0,131.6,139.6,8.1,70.0,Powdery Mildew,0.16,3926.3,8.79,1,217.7,Medium
453,Potato,Silty,Spring,10.2,41.7,26.7,101.2,71.5,133.2,Root Rot,0.8,11623.8,6.87,1,305.9,High
454,Tomato,Silty,Winter,17.2,41.3,207.5,93.5,58.8,172.4,Leaf Blight,0.29,27632.5,4.97,1,324.70000000000005,Very High
455,Corn,Sandy,Spring,39.6,93.5,185.7,130.8,79.0,151.5,Powdery Mildew,0.48,4520.9,6.27,1,361.3,Medium
456,Rice,Sandy,Winter,24.9,40.4,276.8,17.6,32.3,91.9,Powdery Mildew,0.15,3738.5,5.98,1,141.8,Medium
457,Potato,Sandy,Summer,33.6,61.5,34.8,135.3,59.1,168.5,Root Rot,0.14,20241.7,6.35,1,362.9,Very High
458,Rice,Sandy,Spring,17.1,56.8,60.0,134.8,10.5,167.0,Powdery Mildew,0.31,3480.9,4.78,1,312.3,Medium
459,Tomato,Sandy,Winter,21.2,59.8,58.2,60.2,25.2,117.2,Leaf Blight,0.29,27390.7,4.71,1,202.60000000000002,Very High
460,Potato,Clay,Winter,23.8,41.1,103.1,134.1,50.3,207.9,Healthy,0.0,18683.6,8.19,0,392.29999999999995,High
461,Potato,Sandy,Spring,22.4,63.9,258.7,40.3,40.5,142.6,Leaf Blight,0.62,15278.0,4.13,1,223.39999999999998,High
462,Tomato,Sandy,Summer,37.4,88.4,125.3,16.2,79.3,196.7,Leaf Blight,0.32,25644.0,6.8,1,292.2,Very High
463,Tomato,Clay,Winter,24.9,35.4,225.9,107.0,35.5,93.6,Rust,0.45,26885.7,5.88,1,236.1,Very High
464,Rice,Loamy,Summer,31.1,85.8,224.2,13.4,39.1,204.4,Healthy,0.0,3846.5,9.37,0,256.9,Medium
465,Tomato,Silty,Spring,35.8,34.6,268.0,56.6,7.5,135.2,Leaf Blight,0.81,19491.6,4.81,1,199.29999999999998,High
466,Potato,Clay,Autumn,32.1,33.6,283.6,104.5,71.6,72.2,Rust,0.62,13718.6,5.56,1,248.3,High
467,Potato,Sandy,Spring,26.8,80.3,41.5,56.9,45.5,179.8,Healthy,0.0,19193.4,8.69,0,282.20000000000005,High
468,Potato,Loamy,Autumn,36.9,62.7,126.9,17.6,33.0,140.5,Leaf Blight,0.78,14836.9,5.75,1,191.1,High
469,Wheat,Loamy,Winter,28.6,82.0,283.6,123.2,75.6,63.1,Root Rot,0.74,2595.8,7.36,1,261.90000000000003,Low
470,Tomato,Sandy,Autumn,38.7,35.0,49.4,25.7,16.1,80.1,Healthy,0.0,26221.5,6.02,0,121.89999999999999,Very High
471,Wheat,Sandy,Winter,20.4,58.9,193.4,50.8,9.7,224.4,Powdery Mildew,0.47,2997.5,5.29,1,284.9,Low
472,Potato,Loamy,Winter,27.8,75.3,252.6,72.3,27.8,76.4,Powdery Mildew,0.47,15474.1,7.69,1,176.5,High
473,Rice,Loamy,Spring,14.5,48.5,286.9,96.6,17.1,157.1,Powdery Mildew,0.3,3807.8,5.38,1,270.79999999999995,Medium
474,Rice,Loamy,Summer,23.2,54.0,61.5,109.0,54.9,245.6,Leaf Blight,0.25,3584.6,5.31,1,409.5,Medium
475,Tomato,Clay,Spring,22.1,62.5,43.6,74.1,29.0,50.9,Rust,0.98,18424.1,6.14,1,154.0,High
476,Potato,Loamy,Summer,34.0,77.4,276.7,57.4,13.4,145.8,Powdery Mildew,0.68,13667.0,4.14,1,216.60000000000002,High
477,Potato,Silty,Summer,23.4,36.0,16.5,99.8,48.8,94.4,Healthy,0.0,18848.5,9.68,0,243.0,High
478,Corn,Silty,Spring,39.3,55.6,147.1,94.4,43.4,61.2,Leaf Blight,0.12,5296.3,8.03,1,199.0,Medium
479,Tomato,Silty,Autumn,10.4,52.4,92.4,72.4,47.1,93.1,Leaf Blight,0.74,20661.5,7.34,1,212.6,Very High
480,Tomato,Silty,Winter,14.2,68.2,25.8,39.1,40.6,223.5,Root Rot,0.36,28034.9,8.86,1,303.2,Very High
481,Wheat,Silty,Autumn,22.4,66.1,213.1,115.7,15.3,87.2,Rust,0.78,2110.7,5.29,1,218.2,Low
482,Potato,Loamy,Winter,26.8,60.1,8.1,10.3,24.7,241.2,Root Rot,0.14,20727.9,8.79,1,276.2,Very High
483,Tomato,Loamy,Winter,15.4,88.9,193.4,14.0,62.4,148.6,Healthy,0.0,31384.3,9.85,0,225.0,Very High
484,Potato,Loamy,Winter,39.2,83.2,112.0,112.6,6.3,101.9,Powdery Mildew,0.62,15335.9,6.44,1,220.8,High
485,Rice,Loamy,Summer,11.6,53.5,190.9,143.7,8.7,108.3,Powdery Mildew,0.51,3789.7,6.94,1,260.7,Medium
486,Wheat,Clay,Summer,26.3,86.7,248.0,105.9,27.6,187.1,Rust,0.27,3241.9,7.76,1,320.6,Medium
487,Wheat,Clay,Summer,25.5,54.2,145.5,57.6,73.3,70.5,Rust,0.62,2887.3,4.7,1,201.4,Low
488,Rice,Clay,Winter,23.8,35.0,245.7,139.3,41.0,112.3,Leaf Blight,0.82,3077.2,5.14,1,292.6,Medium
489,Tomato,Sandy,Autumn,10.9,82.9,66.7,130.0,15.7,95.3,Rust,0.57,26426.3,4.66,1,241.0,Very High
490,Rice,Clay,Spring,10.6,61.5,129.4,37.5,7.5,182.0,Healthy,0.0,4398.5,7.97,0,227.0,Medium
491,Tomato,Clay,Spring,19.0,30.7,29.0,27.3,50.1,167.5,Healthy,0.0,33676.8,6.0,0,244.9,Very High
492,Corn,Loamy,Autumn,20.6,85.6,234.2,95.8,42.9,63.7,Healthy,0.0,4824.8,9.1,0,202.39999999999998,Medium
493,Wheat,Loamy,Summer,37.0,64.9,292.1,23.8,21.1,150.8,Rust,0.3,2795.0,7.77,1,195.70000000000002,Low
494,Corn,Clay,Summer,35.0,93.8,127.2,82.0,35.6,202.3,Rust,0.27,5161.4,6.04,1,319.9,Medium
495,Tomato,Silty,Autumn,31.1,66.2,12.2,55.9,13.7,106.7,Healthy,0.0,30177.5,8.0,0,176.3,Very High
496,Corn,Silty,Summer,35.7,88.2,240.7,141.5,32.6,52.6,Root Rot,0.3,4705.4,7.62,1,226.7,Medium
497,Wheat,Clay,Spring,14.3,56.0,177.2,24.2,74.4,245.6,Root Rot,0.49,2947.8,4.54,1,344.2,Low
498,Rice,Silty,Spring,17.0,57.6,149.7,117.1,62.4,168.7,Powdery Mildew,0.28,4408.4,8.04,1,348.2,Medium
499,Tomato,Silty,Winter,25.3,39.6,136.4,27.1,41.7,96.2,Powdery Mildew,0.53,24371.6,8.17,1,165.0,Very High
500,Wheat,Clay,Winter,30.3,93.2,114.8,105.1,16.5,174.4,Healthy,0.0,3749.7,5.48,0,296.0,Medium
501,Wheat,Sandy,Autumn,29.9,61.9,78.5,58.1,69.5,159.3,Rust,0.79,2604.2,7.45,1,286.9,Low
502,Wheat,Silty,Autumn,35.6,58.8,10.8,34.8,54.5,205.9,Root Rot,0.89,1996.5,6.91,1,295.2,Low
503,Rice,Silty,Winter,32.9,67.0,147.2,87.5,45.5,144.0,Root Rot,0.49,3414.4,6.66,1,277.0,Medium
504,Rice,Silty,Autumn,33.0,48.5,18.4,92.7,14.6,123.3,Rust,0.15,3929.7,8.64,1,230.6,Medium
505,Potato,Loamy,Winter,12.9,52.4,107.2,59.2,54.6,99.5,Healthy,0.0,21591.2,8.24,0,213.3,Very High
506,Potato,Clay,Autumn,13.4,41.0,161.5,15.2,54.3,134.5,Healthy,0.0,22462.3,7.57,0,204.0,Very High
507,Tomato,Clay,Autumn,21.3,55.4,171.8,123.2,12.5,185.0,Powdery Mildew,0.12,28300.4,6.44,1,320.7,Very High
508,Potato,Silty,Summer,24.9,85.1,236.1,127.7,45.2,107.5,Powdery Mildew,0.25,16917.4,4.84,1,280.4,High
509,Potato,Clay,Spring,27.8,47.8,169.9,84.3,37.0,119.5,Root Rot,0.82,13942.3,4.06,1,240.8,High
510,Corn,Loamy,Summer,22.4,46.3,154.6,104.0,46.1,226.2,Rust,0.82,3621.6,6.14,1,376.29999999999995,Medium
511,Potato,Silty,Autumn,38.1,64.6,184.3,117.7,37.5,163.2,Leaf Blight,0.62,13744.8,6.62,1,318.4,High
512,Potato,Sandy,Autumn,35.3,56.7,258.1,137.6,52.5,219.2,Leaf Blight,0.43,14810.0,5.52,1,409.29999999999995,High
513,Corn,Silty,Summer,13.4,42.5,73.7,125.8,39.8,162.0,Leaf Blight,0.33,4919.0,6.47,1,327.6,Medium
514,Wheat,Loamy,Autumn,29.8,41.4,255.8,144.9,41.4,54.0,Leaf Blight,0.24,2818.9,8.63,1,240.3,Low
515,Wheat,Silty,Autumn,30.2,87.6,119.1,127.6,68.2,97.2,Powdery Mildew,0.64,2890.8,6.35,1,293.0,Low
516,Potato,Loamy,Winter,36.5,45.5,36.7,122.9,29.7,166.9,Healthy,0.0,20131.7,6.95,0,319.5,Very High
517,Rice,Sandy,Autumn,23.2,46.5,176.8,78.7,33.1,239.7,Root Rot,0.3,3492.9,5.99,1,351.5,Medium
518,Tomato,Sandy,Autumn,24.3,53.9,92.5,100.4,72.9,57.0,Root Rot,0.71,24465.6,6.84,1,230.3,Very High
519,Wheat,Loamy,Spring,26.0,45.4,132.7,11.1,77.1,235.5,Leaf Blight,0.33,2932.9,8.64,1,323.7,Low
520,Corn,Sandy,Autumn,16.3,87.9,274.8,98.4,71.0,203.3,Healthy,0.0,6219.9,7.03,0,372.70000000000005,Medium
521,Wheat,Silty,Winter,32.1,90.2,99.8,69.1,73.9,70.1,Powdery Mildew,0.88,2487.9,4.27,1,213.1,Low
522,Corn,Loamy,Winter,30.9,79.5,192.4,35.7,38.3,178.2,Rust,0.16,5025.8,4.77,1,252.2,Medium
523,Rice,Sandy,Summer,25.5,93.0,249.2,116.8,68.5,187.2,Powdery Mildew,0.38,3337.7,7.94,1,372.5,Medium
524,Corn,Loamy,Summer,30.6,83.7,239.9,37.8,36.1,86.4,Root Rot,0.53,4639.8,7.89,1,160.3,Medium
525,Potato,Sandy,Spring,39.2,42.9,210.4,33.6,35.1,135.8,Leaf Blight,0.12,16315.2,6.07,1,204.5,High
526,Wheat,Clay,Winter,33.2,90.3,248.2,79.2,21.8,90.6,Powdery Mildew,0.25,3213.5,9.0,1,191.6,Medium
527,Corn,Silty,Summer,28.0,94.7,84.9,104.8,36.4,131.7,Powdery Mildew,0.77,3671.4,4.41,1,272.9,Medium
528,Corn,Sandy,Autumn,27.5,72.1,25.7,75.6,70.4,244.9,Powdery Mildew,0.31,4747.1,6.34,1,390.9,Medium
529,Rice,Loamy,Spring,12.9,33.8,99.9,42.9,73.1,249.3,Root Rot,0.74,3392.4,7.54,1,365.3,Medium
530,Potato,Silty,Autumn,39.3,73.6,39.7,134.9,8.1,85.9,Healthy,0.0,17032.2,5.85,0,228.9,High
531,Tomato,Loamy,Winter,14.3,37.6,13.2,27.9,70.4,217.0,Powdery Mildew,0.89,17186.6,6.41,1,315.3,High
532,Tomato,Loamy,Autumn,23.1,40.7,221.1,78.8,76.3,161.1,Powdery Mildew,0.91,17724.7,6.99,1,316.2,High
533,Tomato,Clay,Summer,15.5,60.6,49.1,75.4,13.7,229.0,Healthy,0.0,27200.3,7.47,0,318.1,Very High
534,Tomato,Silty,Winter,13.4,76.8,44.4,58.9,20.3,106.8,Powdery Mildew,0.99,18450.8,6.45,1,186.0,High
535,Potato,Sandy,Spring,25.8,67.1,124.9,20.8,62.6,185.4,Powdery Mildew,0.61,15860.0,7.71,1,268.8,High
536,Wheat,Silty,Autumn,27.7,91.8,251.1,31.5,11.1,216.1,Powdery Mildew,0.71,2641.8,6.53,1,258.7,Low
537,Tomato,Clay,Winter,19.7,77.6,220.3,144.0,47.7,92.3,Powdery Mildew,0.63,19113.1,4.25,1,284.0,High
538,Corn,Silty,Spring,22.0,41.6,289.5,131.2,11.7,220.5,Powdery Mildew,0.82,3966.3,4.38,1,363.4,Medium
539,Tomato,Sandy,Spring,19.0,82.1,220.8,139.0,72.8,170.7,Powdery Mildew,0.68,24817.4,5.41,1,382.5,Very High
540,Wheat,Silty,Winter,18.1,69.0,27.1,69.2,32.6,87.3,Powdery Mildew,0.56,2707.5,6.78,1,189.10000000000002,Low
541,Wheat,Silty,Summer,29.4,76.4,279.2,83.8,53.5,66.8,Healthy,0.0,3514.0,7.34,0,204.10000000000002,Medium
542,Wheat,Loamy,Summer,25.7,49.2,14.3,20.7,8.4,71.5,Root Rot,0.37,3415.2,6.33,1,100.6,Medium
543,Wheat,Loamy,Autumn,17.6,35.3,151.0,26.0,54.6,85.9,Root Rot,0.69,2586.1,4.69,1,166.5,Low
544,Tomato,Loamy,Autumn,27.6,59.6,201.1,97.3,24.9,243.3,Healthy,0.0,26249.6,9.36,0,365.5,Very High
545,Rice,Loamy,Spring,23.0,31.2,118.5,11.9,54.2,142.0,Leaf Blight,0.27,4311.5,6.46,1,208.10000000000002,Medium
546,Potato,Loamy,Winter,34.1,35.7,40.5,36.7,66.2,189.2,Root Rot,0.37,18640.7,5.28,1,292.1,High
547,Wheat,Sandy,Winter,35.3,85.8,161.6,22.1,62.7,79.6,Leaf Blight,0.53,2464.4,5.98,1,164.4,Low
548,Wheat,Silty,Winter,24.1,85.9,175.6,38.2,47.7,216.8,Leaf Blight,0.91,2385.5,3.82,1,302.70000000000005,Low
549,Wheat,Silty,Winter,35.5,77.9,178.8,87.6,26.8,147.5,Healthy,0.0,3636.9,7.43,0,261.9,Medium
550,Potato,Silty,Summer,31.4,64.3,126.6,54.2,9.8,228.6,Rust,0.94,13996.6,5.09,1,292.6,High
551,Tomato,Loamy,Winter,30.9,31.4,86.4,36.9,30.8,96.4,Healthy,0.0,29953.1,6.1,0,164.10000000000002,Very High
552,Corn,Silty,Summer,36.5,77.0,117.1,68.4,75.6,180.5,Rust,0.87,3817.5,5.03,1,324.5,Medium
553,Tomato,Clay,Winter,13.9,43.0,181.7,24.1,36.2,248.8,Leaf Blight,0.66,20639.0,5.23,1,309.1,Very High
554,Rice,Loamy,Autumn,30.3,41.4,257.8,80.5,65.5,117.5,Rust,0.14,3633.9,5.34,1,263.5,Medium
555,Rice,Silty,Autumn,39.8,81.0,230.8,117.8,46.8,229.3,Healthy,0.0,4583.7,9.27,0,393.9,Medium
556,Potato,Silty,Winter,38.9,79.1,292.4,119.4,50.7,221.7,Rust,0.7,15291.7,4.35,1,391.8,High
557,Potato,Sandy,Spring,36.1,89.2,47.1,50.9,38.1,151.2,Healthy,0.0,20043.8,8.66,0,240.2,Very High
558,Wheat,Sandy,Spring,35.5,58.5,124.7,117.7,23.4,211.8,Leaf Blight,0.68,2421.6,5.34,1,352.9,Low
559,Potato,Silty,Autumn,28.9,46.0,226.0,84.2,64.0,77.6,Leaf Blight,0.18,17849.7,6.76,1,225.79999999999998,High
560,Tomato,Loamy,Spring,23.3,80.1,215.3,82.4,10.2,117.7,Root Rot,0.96,18569.6,4.99,1,210.3,High
561,Rice,Sandy,Spring,39.3,93.7,239.7,132.6,77.9,133.9,Root Rot,0.16,4539.5,8.98,1,344.4,Medium
562,Potato,Loamy,Spring,34.8,88.5,183.1,30.6,35.3,178.8,Powdery Mildew,0.75,13217.5,7.31,1,244.70000000000002,High
563,Potato,Silty,Summer,36.4,35.5,161.2,64.6,58.9,226.0,Rust,0.69,15337.8,6.03,1,349.5,High
564,Potato,Loamy,Autumn,32.7,40.4,8.4,121.5,49.4,98.3,Powdery Mildew,0.29,17741.9,8.1,1,269.2,High
565,Tomato,Loamy,Autumn,28.8,53.0,14.3,101.1,14.4,109.6,Rust,0.2,23956.4,8.16,1,225.1,Very High
566,Tomato,Sandy,Autumn,19.0,73.3,244.5,90.2,15.5,125.5,Powdery Mildew,0.98,19911.1,6.13,1,231.2,High
567,Wheat,Loamy,Winter,12.9,76.3,248.5,21.5,9.7,227.7,Powdery Mildew,0.56,2465.5,6.14,1,258.9,Low
568,Tomato,Silty,Winter,36.2,68.0,190.9,149.5,56.7,239.6,Healthy,0.0,28823.6,8.66,0,445.79999999999995,Very High
569,Tomato,Silty,Summer,39.0,63.4,158.7,107.2,39.2,56.5,Leaf Blight,0.23,24192.9,5.39,1,202.9,Very High
570,Potato,Silty,Spring,13.6,67.2,12.1,31.5,32.9,248.2,Powdery Mildew,0.93,11123.5,4.7,1,312.6,High
571,Tomato,Sandy,Winter,11.5,88.1,266.7,40.2,66.4,147.8,Healthy,0.0,32620.8,5.61,0,254.40000000000003,Very High
572,Corn,Silty,Winter,27.2,66.8,270.1,119.4,40.6,194.0,Healthy,0.0,6111.2,8.03,0,354.0,Medium
573,Rice,Silty,Summer,36.0,51.1,239.9,103.0,35.7,96.6,Rust,0.67,3552.6,5.57,1,235.29999999999998,Medium
574,Potato,Silty,Autumn,29.4,86.3,212.2,90.1,64.7,191.5,Healthy,0.0,22748.5,7.81,0,346.3,Very High
575,Wheat,Clay,Summer,32.5,62.7,5.6,102.2,44.9,242.5,Rust,0.18,3691.5,6.03,1,389.6,Medium
576,Rice,Silty,Spring,34.2,69.4,120.5,16.3,69.6,54.7,Leaf Blight,0.85,3272.0,5.35,1,140.6,Medium
577,Tomato,Loamy,Winter,17.7,37.5,29.8,33.5,15.8,101.1,Healthy,0.0,33236.8,5.45,0,150.39999999999998,Very High
578,Corn,Loamy,Summer,10.8,33.8,117.0,54.8,36.0,114.8,Root Rot,0.71,3416.9,5.41,1,205.6,Medium
579,Wheat,Sandy,Winter,25.3,62.8,284.8,47.7,28.9,160.6,Healthy,0.0,3187.7,5.33,0,237.2,Medium
580,Wheat,Clay,Autumn,26.6,68.1,30.5,116.8,53.9,75.1,Root Rot,0.67,2880.0,6.27,1,245.79999999999998,Low
581,Tomato,Sandy,Summer,21.2,94.0,234.6,85.3,36.8,232.3,Healthy,0.0,33116.5,7.26,0,354.4,Very High
582,Wheat,Sandy,Spring,11.8,89.9,82.0,45.1,56.0,249.8,Root Rot,0.97,2219.6,6.53,1,350.9,Low
583,Rice,Sandy,Spring,19.0,55.7,36.9,29.6,46.7,105.9,Rust,0.86,2758.3,5.31,1,182.20000000000002,Low
584,Potato,Loamy,Autumn,39.4,76.0,81.9,102.7,29.1,92.1,Rust,0.96,11648.5,6.97,1,223.9,High
585,Corn,Sandy,Spring,28.3,30.3,2.9,34.3,46.7,189.3,Healthy,0.0,6183.1,7.44,0,270.3,Medium
586,Tomato,Clay,Spring,36.8,83.0,133.6,27.3,77.9,125.3,Rust,0.17,31119.9,7.6,1,230.5,Very High
587,Tomato,Clay,Spring,23.9,90.9,133.4,41.0,6.5,106.2,Leaf Blight,0.86,21521.3,7.13,1,153.7,Very High
588,Corn,Loamy,Summer,17.0,62.1,108.9,49.3,72.8,191.4,Leaf Blight,0.18,5277.7,5.72,1,313.5,Medium
589,Rice,Silty,Summer,26.6,72.9,169.7,105.5,47.4,63.1,Root Rot,0.2,3863.5,5.3,1,216.0,Medium
590,Wheat,Sandy,Autumn,15.8,74.1,297.6,107.0,45.0,100.6,Leaf Blight,0.33,3101.7,7.03,1,252.6,Medium
591,Tomato,Clay,Autumn,23.0,94.7,82.2,105.2,40.0,122.3,Healthy,0.0,33941.0,8.8,0,267.5,Very High
592,Rice,Silty,Winter,19.5,55.5,100.4,133.2,65.6,248.1,Healthy,0.0,4200.2,6.13,0,446.9,Medium
593,Tomato,Sandy,Summer,19.9,34.1,187.6,13.9,37.4,54.8,Healthy,0.0,33753.0,8.99,0,106.1,Very High
594,Corn,Loamy,Spring,34.6,63.8,71.0,20.2,50.0,137.7,Powdery Mildew,0.32,4758.0,4.95,1,207.89999999999998,Medium
595,Tomato,Clay,Winter,19.4,85.1,19.5,27.9,73.9,138.4,Rust,0.21,31392.0,6.1,1,240.20000000000002,Very High
596,Tomato,Clay,Spring,18.8,54.8,28.7,115.3,22.5,169.9,Healthy,0.0,26416.4,8.3,0,307.70000000000005,Very High
597,Wheat,Clay,Autumn,29.5,73.9,7.8,82.4,49.1,71.6,Root Rot,0.45,3124.1,4.38,1,203.1,Medium
598,Wheat,Sandy,Autumn,20.7,61.3,186.3,36.0,15.3,58.8,Rust,0.81,2148.5,4.27,1,110.1,Low
599,Potato,Loamy,Autumn,27.5,65.2,43.7,75.7,50.2,108.2,Root Rot,0.56,16226.3,8.2,1,234.10000000000002,High
600,Potato,Sandy,Spring,22.7,42.7,60.1,137.2,63.9,118.3,Rust,0.69,12936.1,6.61,1,319.4,High
601,Tomato,Loamy,Autumn,22.6,40.5,136.3,120.5,8.2,93.9,Rust,0.72,23615.7,3.93,1,222.6,Very High
602,Rice,Silty,Autumn,34.2,54.4,120.1,125.7,5.5,52.0,Leaf Blight,0.52,3257.3,5.73,1,183.2,Medium
603,Potato,Silty,Summer,28.9,89.3,108.0,146.5,19.9,106.8,Healthy,0.0,17854.4,6.09,0,273.2,High
